"TOA5","T_leaf_PM","CR300","24887","CR300-CELL215.Std.11.00","CPU:Tleaf32x20240429.CR300","41245","Status"
"TIMESTAMP","RECORD","OSVersion","OSDate","OSSignature","SerialNumber","RevBoard","StationName","ProgName","StartTime","RunSignature","ProgSignature","WatchdogErrors","PanelTemp","Battery","LithiumBattery","CompileResults","StartUpCode","ProgErrors","VarOutOfBound","SkippedScan","WiFiUpdateReq","DataStorageSize","DataStorageFree","SerialFlashErrors","MemorySize","MemoryFree","CPUDriveFree","CommsMemFree","FullMemReset","MeasureTime","ProcessTime","MaxProcTime","PortStatus(1)","PortStatus(2)","PortConfig(1)","PortConfig(2)","SW12Volts","PakBusRoutes","CalGainSlow2500","CalGainMed2500","CalGainFast2500","CalGainSlow34","CalGainMed34","CalGainFast34","CalOffset"
"TS","RN","","","","","","","","","","","","DegC","Volts","","","","","","","","bytes","bytes","","bytes","bytes","bytes","","","usec","usec","usec","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-25 11:59:54.717",17,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,29.67126,12.26584,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4372276,4473136,0,0,"Output","Output",0,"111,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 12:31:55.755",18,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.91977,12.32115,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4371238,4473136,0,0,"Output","Output",0,"112,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 12:59:54.068",19,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,30.07967,12.24075,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4373163,4473136,0,0,"Output","Output",0,"113,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 13:31:56.033",20,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.79394,12.30531,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4371253,4473136,0,0,"Output","Output",0,"114,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 13:59:56.556",21,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,30.07525,12.29776,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4376236,4473136,0,0,"Output","Output",0,"115,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 14:32:01.765",22,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,28.06105,12.31238,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4371208,4473136,-1,0,"Output","Output",0,"116,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 14:59:54.029",23,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,30.22095,12.29459,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4375210,4473136,0,0,"Output","Output",0,"116,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 15:31:55.649",24,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.94527,12.30068,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4374164,4473136,0,0,"Output","Output",0,"117,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 16:00:00.007",25,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,29.98904,12.2276,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4373201,4473136,0,0,"Output","Output",0,"120,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
"2024-06-25 16:31:55.559",26,"CR300-CELL215.Std.11.00","12/14/2023",9942,"24887","013.000","T_leaf_PM","CPU:Tleaf32x_690m_20240624.CR300","2024-06-24 16:42:28.00018",31798,13362,0,27.82849,12.29093,"OK, ON POWER UP","CPU:Tleaf32x_690m_20240624.CR300 -- Compiled OK.  ",0,0,0,0,0,31457280,8192,0,621076,27864,83750912,"70(69),298(296),155(152),61(60),19(18),36(35),24(23),18(17),0(0)",0,175200,4374276,4473136,0,0,"Output","Output",0,"121,4094,4094,10000  ",0.9998271,1.000217,1.000275,0.9998447,1.000369,1.000595,-0.00435859
